uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline,dbpedia_is_person
<http://dbpedia.org/resource/Edward_S._Casey>,Edward S. Casey,0.6868822854135509,4,14,18,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Milton_Friedman>,Milton Friedman,0.6868201835272734,43,14,57,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Joseph_B._Klemp>,Joseph B. Klemp,0.6868192708333335,1,4,5,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hermann_Lotze>,Hermann Lotze,0.6855004163011387,19,9,28,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Marius_Sudol>,Marius Sudol,0.6855000000000001,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Christian_Wolff_(philosopher)>,Christian Wolff (philosopher),0.684285252159019,17,5,22,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/G._Marius_Clore>,G. Marius Clore,0.6840950927049755,3,6,9,3,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Aristides_Leão>,Aristides Leão,0.6835090297749125,0,3,3,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Lorenz_Bruno_Puntel>,Lorenz Bruno Puntel,0.6832228459828165,2,5,7,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Johann_Bernoulli>,Johann Bernoulli,0.6823840067363344,0,0,0,0,5,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bion_of_Borysthenes>,Bion of Borysthenes,0.6822846958435472,1,5,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Tibor_Machan>,Tibor Machan,0.6817108289888644,0,13,13,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Allan_Bloom__Allan_Bloom__1>,Allan Bloom  Allan Bloom  1,0.6810877273224338,6,15,21,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/François_Quesnay>,François Quesnay,0.6803357269329343,14,6,20,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jean-Marie_Guyau>,Jean-Marie Guyau,0.6801514157065672,3,8,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Theoklitos_Farmakidis>,Theoklitos Farmakidis,0.6798835292264267,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Sheldon_Wolin>,Sheldon Wolin,0.6793081969173275,6,11,17,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alejandro_Vallega>,Alejandro Vallega,0.6786187013002335,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Catherine_Malabou>,Catherine Malabou,0.678326979312553,0,7,7,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Reiner_Grundmann>,Reiner Grundmann,0.6778186980189971,0,4,4,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Noah_Diffenbaugh>,Noah Diffenbaugh,0.6770828810920417,0,9,9,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/W._E._B._Du_Bois>,W. E. B. Du Bois,0.6770550771877538,7,2,9,0,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Theodor_Zwinger>,Theodor Zwinger,0.6770104985647866,2,0,2,4,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hélène_Metzger>,Hélène Metzger,0.6752859324074789,2,8,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Johann_Reuchlin>,Johann Reuchlin,0.6751728373310211,2,6,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Masoud_Ahmadzadeh>,Masoud Ahmadzadeh,0.6749891454103206,4,7,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Virginia_Louise_Trimble>,Virginia Louise Trimble,0.673804780381554,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Philo>,Philo,0.6733486420073089,5,5,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Abdul_Aziz_al-Harbi>,Abdul Aziz al-Harbi,0.671691484375,0,1,1,0,0,0,1,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kuruvilla_Pandikattu>,Kuruvilla Pandikattu,0.6713144054398789,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Galileo_Galilei>,Galileo Galilei,0.6710092831410429,4,5,9,0,4,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/George_Siber>,George Siber,0.670625,0,6,6,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Martin_Luther>,Martin Luther,0.6704041558415539,5,6,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ugo_Fano>,Ugo Fano,0.6699293292589384,1,3,4,1,5,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Leszek_Kołakowski>,Leszek Kołakowski,0.66822225628198,5,11,16,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Karl_Rahner>,Karl Rahner,0.6674405395077313,10,11,21,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Javier_Mariátegui>,Javier Mariátegui,0.6671116243241427,0,5,5,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alexander_the_Great>,Alexander the Great,0.6653125,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Steve_Keen>,Steve Keen,0.6650995226343521,0,14,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Walter_Block>,Walter Block,0.6640956970101247,1,11,12,0,0,0,0,0,0,0,0,0,"[Political economy, Political philosophy, Environmental economics, Transport economics]",False,False,False,True
<http://dbpedia.org/resource/William_H._Poteat>,William H. Poteat,0.6632970319216303,0,8,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Edmund_Burke>,Edmund Burke,0.6629413770880731,12,12,24,1,0,0,0,0,1,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Peter_Sloterdijk>,Peter Sloterdijk,0.6622809874830523,4,12,16,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_F._Kennedy>,John F. Kennedy,0.6622716962283907,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bang-Yen_Chen>,Bang-Yen Chen,0.6620965759404732,0,4,4,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Annie_Jump_Cannon>,Annie Jump Cannon,0.6618889657700667,1,2,3,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Giovanni_Pico_della_Mirandola>,Giovanni Pico della Mirandola,0.6608563561421817,4,8,12,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/A._G._Ramakrishnan>,A. G. Ramakrishnan,0.66,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Tony_Laubach>,Tony Laubach,0.66,0,4,4,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Arthur_Batelle_Whiting>,Arthur Batelle Whiting,0.66,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Han_Fei>,Han Fei,0.66,10,4,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jeremy_Yoder>,Jeremy Yoder,0.66,0,3,3,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Xu_Zidong>,Xu Zidong,0.66,5,4,9,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Julia_C._Gage>,Julia C. Gage,0.66,0,3,3,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hanaoka_Seishū>,Hanaoka Seishū,0.66,3,3,6,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jonathan_Haidt>,Jonathan Haidt,0.6596375262563522,0,3,3,0,6,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bruno_Latour>,Bruno Latour,0.6594745803190755,3,10,13,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Philip_Pettit>,Philip Pettit,0.6594675420226258,1,6,7,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Pseudo-Dionysius_the_Areopagite__Pseudo-Dionysius_the_Areopagite__1>,Pseudo-Dionysius the Areopagite  Pseudo-Dionysius the Areopagite  1,0.6590241588428813,2,7,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Cesare_Beccaria>,Cesare Beccaria,0.6589430266805097,7,6,13,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Stilpo>,Stilpo,0.658264023796609,6,5,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nuel_Belnap>,Nuel Belnap,0.6560394591765817,1,3,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Andrew_N._Schofield>,Andrew N. Schofield,0.65575,1,4,5,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Michel_Ferlus>,Michel Ferlus,0.6551860858516043,0,5,5,0,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Léon_Walras>,Léon Walras,0.6546050869764785,15,6,21,1,0,0,0,0,0,0,0,0,"[Economics, Microeconomics]",False,False,False,True
<http://dbpedia.org/resource/Pierpaolo_Donati>,Pierpaolo Donati,0.6531304376254119,3,6,9,2,4,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alexander_Bain_(philosopher)>,Alexander Bain (philosopher),0.6523307057705049,6,6,12,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dewi_Zephaniah_Phillips>,Dewi Zephaniah Phillips,0.6516092462171739,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Arcesilaus>,Arcesilaus,0.6515640278882087,6,8,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Maynard_Keynes>,John Maynard Keynes,0.6514185312254472,72,19,91,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Marguerite_Porete>,Marguerite Porete,0.6512058799365394,3,7,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Herbert_Blumer>,Herbert Blumer,0.6511008294793618,4,7,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Juan_Donoso_Cortés>,Juan Donoso Cortés,0.6510920075532134,7,9,16,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charles_Sanders_Peirce>,Charles Sanders Peirce,0.6510758212264912,42,16,58,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Arthur_Evans>,Arthur Evans,0.6504375000000002,4,5,9,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Thiruvalluvar>,Thiruvalluvar,0.6504375000000002,14,4,18,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Davor_Džalto>,Davor Džalto,0.6496283264090831,0,8,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Helena_Blavatsky>,Helena Blavatsky,0.6484132038315963,5,3,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mely_G._Tan>,Mely G. Tan,0.6481000000000001,0,0,0,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Benjamin_Lee_Whorf>,Benjamin Lee Whorf,0.6479383794576903,6,7,13,1,5,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Sherwood_Washburn>,Sherwood Washburn,0.646490729498088,0,3,3,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Giovanni_Dosi>,Giovanni Dosi,0.6442797611050831,0,6,6,1,0,0,0,0,0,0,0,0,"[Industrial Organization, Innovation Economics, Theory of the Firm]",False,False,False,True
<http://dbpedia.org/resource/Andrew_Carstairs-McCarthy>,Andrew Carstairs-McCarthy,0.6440884106120331,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Niklas_Luhmann>,Niklas Luhmann,0.642760808191082,10,8,18,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ervin_László>,Ervin László,0.6426909461940763,0,4,4,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charles_Blount_(deist)>,Charles Blount (deist),0.6426434725907494,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Paul_Ricœur>,Paul Ricœur,0.6419902871622158,5,9,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jonathan_A._C._Brown>,Jonathan A. C. Brown,0.6397874076451804,0,5,5,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Sewall_Wright>,Sewall Wright,0.6389159118070371,5,1,6,3,12,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Arethas_of_Caesarea>,Arethas of Caesarea,0.6382480655598342,1,4,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Philoponus>,John Philoponus,0.6379518148581791,11,7,18,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Andy_Sumner>,Andy Sumner,0.6365230274682241,0,11,11,0,0,0,0,0,0,0,0,0,[International development],False,False,False,True
<http://dbpedia.org/resource/Posidonius>,Posidonius,0.6360654618720459,7,5,12,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jean_Piaget>,Jean Piaget,0.6348187285279894,28,8,36,2,6,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/James_Keener>,James Keener,0.6339370502565523,0,1,1,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Edward_N._Zalta>,Edward N. Zalta,0.6327621506596749,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eudoxus_of_Cnidus>,Eudoxus of Cnidus,0.6324168738508965,3,1,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Héloïse>,Héloïse,0.6310860525404853,4,7,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Emilio_Del_Giudice>,Emilio Del Giudice,0.6293491780893437,1,3,4,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eric_Ghysels>,Eric Ghysels,0.629266397045271,0,6,6,2,0,0,0,0,0,0,0,0,"[Econometrics, Finance, Machine Learning, Financial econometrics, Fintech]",False,False,False,True
<http://dbpedia.org/resource/Jason_Brennan>,Jason Brennan,0.6287391371980644,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Theodor_Herzl>,Theodor Herzl,0.628288362624159,0,2,2,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Petr_Chelčický>,Petr Chelčický,0.6281035708508025,4,5,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Franciscus_Mercurius_van_Helmont>,Franciscus Mercurius van Helmont,0.627778229522855,3,5,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Amia_Srinivasan>,Amia Srinivasan,0.6269450673598989,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Stephen_Yablo>,Stephen Yablo,0.6267078036008744,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kazimierz_Twardowski>,Kazimierz Twardowski,0.6265988129110965,11,8,19,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/James_Fenton>,James Fenton,0.6263818397770262,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Martin_Amis>,Martin Amis,0.6263818397770262,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Gad_Saad>,Gad Saad,0.6263818397770262,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Brand_Blanshard>,Brand Blanshard,0.6232808810590683,2,7,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Raymond_Aron>,Raymond Aron,0.6230898269504693,15,13,28,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Karl_Jaspers>,Karl Jaspers,0.6228465280221117,12,14,26,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Fernando_Báez_(writer)>,Fernando Báez (writer),0.6228234834454872,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/E._B._Ford>,E. B. Ford,0.6228063381494998,7,4,11,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Giorgio_Agamben>,Giorgio Agamben,0.621301036973293,4,13,17,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Adelard_of_Bath>,Adelard of Bath,0.6212993931720049,6,3,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Johann_Gottlieb_Fichte>,Johann Gottlieb Fichte,0.6210024282491161,32,7,39,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/William_Godwin>,William Godwin,0.6209659915687376,12,12,24,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Djamila_Ribeiro>,Djamila Ribeiro,0.6205458233207836,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Christiaan_Huygens>,Christiaan Huygens,0.6204636649269537,4,3,7,0,26,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kenneth_L._Schmitz>,Kenneth L. Schmitz,0.6204316814553279,0,10,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Richard_Wagner>,Richard Wagner,0.6203551258741414,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Percy_Bysshe_Shelley>,Percy Bysshe Shelley,0.620056286920208,1,2,3,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Augustin_Pyramus_de_Candolle>,Augustin Pyramus de Candolle,0.6198989196666853,4,3,7,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Curtis_Yarvin>,Curtis Yarvin,0.618707231196187,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Tehran_Von_Ghasri>,Tehran Von Ghasri,0.6179250000000002,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/José-Carlos_Mariátegui>,José-Carlos Mariátegui,0.6175000000000002,0,4,4,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Timothy_Lee_Barnwell>,Timothy Lee Barnwell,0.6175,0,5,5,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jawdat_Said>,Jawdat Said,0.6172620445839333,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Luigi_Taparelli>,Luigi Taparelli,0.6171361528307668,5,6,11,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Peter_Boettke>,Peter Boettke,0.6169425857387254,3,14,17,1,0,0,0,0,0,0,0,0,[Political economy],False,False,False,True
<http://dbpedia.org/resource/Michael_Oakeshott>,Michael Oakeshott,0.6169268192454239,11,15,26,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bertram_Cohler>,Bertram Cohler,0.6163871424174369,0,9,9,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ronald_A._Kuipers>,Ronald A. Kuipers,0.6159323395549611,0,10,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dimitri_Ginev>,Dimitri Ginev,0.6144294226968825,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Harnad>,John Harnad,0.6143559949170565,0,6,6,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alexander_Dobrokhotov>,Alexander Dobrokhotov,0.6139483215492775,0,8,8,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Abu_Abd_al-Rahman_Ibn_Aqil_al-Zahiri>,Abu Abd al-Rahman Ibn Aqil al-Zahiri,0.6137546875,1,4,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Pierre_Teilhard_de_Chardin>,Pierre Teilhard de Chardin,0.6131479951340303,12,12,24,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Vladimir_Lenin>,Vladimir Lenin,0.6130703674258406,15,5,20,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/James_Hendler>,James Hendler,0.6126594124084992,1,7,8,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Benjamin_Franklin>,Benjamin Franklin,0.6125101140567784,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_Hume>,David Hume,0.6115692375422992,77,18,95,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Rory_M._McVeigh>,Rory M. McVeigh,0.6112935122612573,0,2,2,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Karl_Korsch>,Karl Korsch,0.6112862418523124,6,7,13,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Carolina_Cristina_Alves>,Carolina Cristina Alves,0.6111595757553637,0,8,8,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Evan_Durbin>,Evan Durbin,0.6100480747851208,2,7,9,0,0,0,0,0,0,0,0,0,[Macroeconomics],False,False,False,True
<http://dbpedia.org/resource/Jabir_ibn_Hayyan>,Jabir ibn Hayyan,0.6091195912621328,5,8,13,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Émile_Armand>,Émile Armand,0.6086080531576102,4,8,12,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Wilhelm_Georg_Friedrich_Roscher>,Wilhelm Georg Friedrich Roscher,0.6078849413172435,0,3,3,0,0,0,0,0,0,0,0,0,[Economics],False,False,False,True
<http://dbpedia.org/resource/Merritt_Ruhlen>,Merritt Ruhlen,0.6078661163806901,0,4,4,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/August_Kekulé>,August Kekulé,0.6062108368757697,1,6,7,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Maurice_Blanchot>,Maurice Blanchot,0.6059625387164739,15,11,26,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Gordon_Clark>,Gordon Clark,0.6057107554825183,6,8,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Karl_Leonhard_Reinhold>,Karl Leonhard Reinhold,0.6056983108534563,6,4,10,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Oswald_Spengler>,Oswald Spengler,0.6050448308526842,25,13,38,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Rachel_Carson>,Rachel Carson,0.6050108658854167,2,2,4,2,0,4,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jiddu_Krishnamurti>,Jiddu Krishnamurti,0.6043686794692436,12,3,15,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Anita_L._Allen>,Anita L. Allen,0.6043181284269038,0,6,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Derek_Abbott>,Derek Abbott,0.6043136937169491,0,2,2,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe>,Johann Wolfgang von Goethe,0.603462478878365,18,7,25,0,0,8,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Blaise_Pascal>,Blaise Pascal,0.6029763176798875,23,8,31,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Seann_Walsh>,Seann Walsh,0.6026250000000001,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Georgy_Chelpanov>,Georgy Chelpanov,0.602217798749993,2,6,8,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Max_Black>,Max Black,0.6021842909398086,3,6,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Richard_D._Wolff>,Richard D. Wolff,0.6019997139620078,2,11,13,2,0,0,0,0,0,0,0,0,"[Political economy, Marxian economics, International affairs]",False,False,False,True
<http://dbpedia.org/resource/Iraklis_Mitsopoulos>,Iraklis Mitsopoulos,0.6018667230845551,2,5,7,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ernst_Heinrich_Weber>,Ernst Heinrich Weber,0.6016491401148999,1,1,2,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_de_la_Croix>,David de la Croix,0.6014501158973966,0,6,6,1,0,0,0,0,0,0,0,0,"[Economic growth, Demographic economics]",False,False,False,True
<http://dbpedia.org/resource/Max_Scheler>,Max Scheler,0.6007877963602114,14,12,26,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/August_Bier>,August Bier,0.6006259044048247,0,6,6,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Carlos_Gershenson>,Carlos Gershenson,0.6005997615750115,0,3,3,0,1,0,0,0,0,0,0,0,[],False,False,False,True
