uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline
<http://dbpedia.org/resource/Victoria_Kaspi>,Victoria Kaspi,0.29571428571428576,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Brian_Fay>,Brian Fay,0.29571428571428576,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jasbir_Puar>,Jasbir Puar,0.2957127841351521,0,4,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/George_M._Stratton>,George M. Stratton,0.29569553542586635,2,2,4,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/R.J._Rushdoony>,R.J. Rushdoony,0.29568799585332567,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gilbert_Blane>,Gilbert Blane,0.29566875000000004,0,2,2,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/J._A._Todd>,J. A. Todd,0.2956597486161991,0,1,1,1,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Speakeasy_(computational_environment)>,Speakeasy (computational environment),0.29564423076923085,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Redux_(JavaScript_library)>,Redux (JavaScript library),0.2956368979389955,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vue.js>,Vue.js,0.2956368979389955,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/CMS_Pipelines>,CMS Pipelines,0.2956330132211539,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Miguel_Serrano>,Miguel Serrano,0.2956064937736612,0,2,2,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eric_Mazur>,Eric Mazur,0.295595567215152,0,1,1,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Lars_Ahlfors>,Lars Ahlfors,0.29559366086583583,0,0,0,1,8,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vikram_Adve>,Vikram Adve,0.2955625,1,0,1,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Frank_Moulaert>,Frank Moulaert,0.2955625,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jeffrey_C._Hall>,Jeffrey C. Hall,0.29545654302613666,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gordon_Tullock>,Gordon Tullock,0.2953951894970815,2,3,5,1,0,0,0,0,0,0,0,0,"[Law and economics, Public choice theory]",false,false,false
<http://dbpedia.org/resource/Hermann_Haken>,Hermann Haken,0.295320081622167,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Charles_Gabriel_Seligman>,Charles Gabriel Seligman,0.29531394016401324,3,1,4,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Otto_Mencke>,Otto Mencke,0.2952911887366706,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marcello_Siniscalco>,Marcello Siniscalco,0.29524375,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Myhill>,John Myhill,0.29520305120470003,0,0,0,1,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roozbeh_Ghaffari>,Roozbeh Ghaffari,0.29517654564972257,0,0,0,2,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mariana_Wolfner>,Mariana Wolfner,0.295130859375,0,1,1,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_MacVicar>,John MacVicar,0.29503125,0,1,1,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ingeborg_Beling>,Ingeborg Beling,0.29503125,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Comenius>,Comenius,0.2949847663383617,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kazimierz_Łyszczyński>,Kazimierz Łyszczyński,0.2949847663383617,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cecil_Rhodes>,Cecil Rhodes,0.29497745769452544,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Julie_Favre>,Julie Favre,0.2948609255233872,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Neil_Postman>,Neil Postman,0.2948213762277656,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Elaine_Chew>,Elaine Chew,0.29482071018731054,0,1,1,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kate_Raworth>,Kate Raworth,0.2947693421383928,0,2,2,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vannevar_Bush>,Vannevar Bush,0.2946677631578947,2,1,3,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/John_William_Strutt,_3rd_Baron_Rayleigh>","John William Strutt, 3rd Baron Rayleigh",0.2946646996910195,0,0,0,2,55,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ramesh_Sitaraman>,Ramesh Sitaraman,0.2946156068590272,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Walter_Noll>,Walter Noll,0.29458749499783354,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Achilles_Papapetrou>,Achilles Papapetrou,0.29454533245015363,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Malcolm_Dixon>,Malcolm Dixon,0.29450000000000004,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Albert_Szent-Györgyi>,Albert Szent-Györgyi,0.29450000000000004,2,1,3,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Genie_(programming_language)__Genie__1>,Genie (programming language)  Genie  1,0.2944460781779574,0,4,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Genie_(programming_language)>,Genie (programming language),0.2944460781779574,0,4,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kurt_Gödel>,Kurt Gödel,0.29435764721792784,6,7,13,1,23,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Joe-E>,Joe-E,0.29426677622186437,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Interactive_fiction>,Interactive fiction,0.29423888961514144,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tim_Poston>,Tim Poston,0.2942148827892204,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Neil_Ashcroft>,Neil Ashcroft,0.2941633022462868,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hippolytus_of_Rome>,Hippolytus of Rome,0.2941276268843526,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Justin_Martyr>,Justin Martyr,0.2941276268843526,2,1,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/G.W.F._Hegel>,G.W.F. Hegel,0.2941276268843526,4,1,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henry_Ludwell_Moore>,Henry Ludwell Moore,0.2941017270917694,0,4,4,2,0,0,0,0,0,0,0,0,[Econometrics],false,false,false
<http://dbpedia.org/resource/Rudi_Schmid>,Rudi Schmid,0.29409186995991105,0,0,0,4,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Pierre_Adet>,Pierre Adet,0.29406758897643864,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Andrzej_Piotr_Ruszczyński>,Andrzej Piotr Ruszczyński,0.29404839840124763,1,3,4,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Werner_Israel>,Werner Israel,0.29404371753401776,0,1,1,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Anthony_Weston>,Anthony Weston,0.29403696955304276,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ibn_al-Baytar>,Ibn al-Baytar,0.29387608219802547,3,2,5,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Justine_Cassell>,Justine Cassell,0.2938625,0,0,0,4,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Lax>,Peter Lax,0.29382748417747295,0,0,0,2,11,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Catherine_the_Great>,Catherine the Great,0.2937645084507307,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Syed_Sadatullah_Husaini>,Syed Sadatullah Husaini,0.29373320071593956,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nikola_Pašić>,Nikola Pašić,0.293732079654529,0,1,1,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/P*>,P*,0.29371653495501854,0,4,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Boris_Podolsky>,Boris Podolsky,0.29361394289637244,0,1,1,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_Kraichnan>,Robert Kraichnan,0.29361394289637244,0,1,1,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jacob_Biamonte>,Jacob Biamonte,0.2935857068079311,0,3,3,3,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Anselme_Gaëtan_Desmarest>,Anselme Gaëtan Desmarest,0.2935839114714521,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Maria_von_Linden>,Maria von Linden,0.2935202924887572,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Frank_Shu>,Frank Shu,0.29348761922708616,0,0,0,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alan_P._Merriam>,Alan P. Merriam,0.2934789033420568,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alexander_R._Todd>,Alexander R. Todd,0.2934670798082085,1,0,1,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edward_Abraham>,Edward Abraham,0.2934670798082085,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Diagnostic_and_Statistical_Manual_of_Mental_Disorders>,Diagnostic and Statistical Manual of Mental Disorders,0.2934464064292463,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jean-Pierre_Changeux>,Jean-Pierre Changeux,0.2934375,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Basic4GL>,Basic4GL,0.2934375,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roberto_Ierusalimschy>,Roberto Ierusalimschy,0.2934375,0,1,1,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Amir_Parviz_Pooyan>,Amir Parviz Pooyan,0.29343516964660954,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ashraf_Dehghani>,Ashraf Dehghani,0.29343516964660954,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hamid_Ashraf>,Hamid Ashraf,0.29343516964660954,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mostafa_Shoa'ian>,Mostafa Shoa'ian,0.29343516964660954,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gonzalo_Arango>,Gonzalo Arango,0.2933820464851106,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Islamic_Republic_of_Pakistan>,Islamic Republic of Pakistan,0.2933414038409396,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Arrian>,Arrian,0.29334097757122646,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Timon_of_Phlius>,Timon of Phlius,0.29332917957854865,3,3,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Miguel_Abensour>,Miguel Abensour,0.2933057164478902,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_Blackstone>,William Blackstone,0.29321340952384795,1,3,4,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roberto_Conti_(mathematician)>,Roberto Conti (mathematician),0.29316654196903214,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Per_Enflo>,Per Enflo,0.2931547811806484,0,3,3,1,7,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Zeno_of_Sidon>,Zeno of Sidon,0.2931416680225307,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/YAWL>,YAWL,0.29299921875,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Antoniadis>,John Antoniadis,0.29298214285714286,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edwin_W._Kemmerer>,Edwin W. Kemmerer,0.29295347222222223,2,1,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Friedrich_Bachmann>,Friedrich Bachmann,0.29292716868517577,0,3,3,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jakarta_Persistence_Query_Language>,Jakarta Persistence Query Language,0.29292557882648246,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_D._Sellers>,William D. Sellers,0.2927855234375,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Katherine_Pollard>,Katherine Pollard,0.2926986537034512,0,2,2,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edoardo_Airoldi>,Edoardo Airoldi,0.2926099659943512,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Władysław_Ślebodziński>,Władysław Ślebodziński,0.29260955492424245,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Howard_S._Becker>,Howard S. Becker,0.29256213039292256,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Daniel_O._Nathan>,Daniel O. Nathan,0.2925469924123366,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kurt_Grelling>,Kurt Grelling,0.29252631731951395,1,3,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Victor_Albert_Bailey>,Victor Albert Bailey,0.29252519290123463,1,0,1,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Varghese_Mathai>,Varghese Mathai,0.2924952268217457,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/JS++>,JS++,0.2924128347988536,0,7,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Denis_Wirtz>,Denis Wirtz,0.29237500000000005,0,0,0,2,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Ludlow>,Peter Ludlow,0.2923607905007351,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Philipp_Mainländer>,Philipp Mainländer,0.2923209291685132,5,3,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marcel_Mauss>,Marcel Mauss,0.2923083804557702,7,2,9,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Harvey_C._Mansfield>,Harvey C. Mansfield,0.2922538712158108,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_Wolfowitz>,Paul Wolfowitz,0.2922538712158108,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_Pangle>,Thomas Pangle,0.2922538712158108,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Theodor_Bilharz>,Theodor Bilharz,0.2922523556952039,0,1,1,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Joseph-Nicolas_Delisle>,Joseph-Nicolas Delisle,0.2921539272068514,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sasha_Haco>,Sasha Haco,0.29213363676891413,0,1,1,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nico_Habermann>,Nico Habermann,0.2921286931818182,0,0,0,0,9,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Shlomi_Dolev>,Shlomi Dolev,0.2921286931818182,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Arabic>,Arabic,0.2920875529489202,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Juan_Pascual-Leone>,Juan Pascual-Leone,0.292083670460456,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Abdullah_Sadiq>,Abdullah Sadiq,0.29203644224624353,2,0,2,2,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Chris_Hedges>,Chris Hedges,0.29187841529297165,0,2,2,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Samuel_Francis_Boys>,Samuel Francis Boys,0.2917635935509693,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Richard_Tieszen>,Richard Tieszen,0.29171464182709866,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Arseny_Sokolov>,Arseny Sokolov,0.29166666666666674,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Hall_(paleontologist)>,James Hall (paleontologist),0.29166666666666674,2,0,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Wright_(doctor)>,John Wright (doctor),0.29166666666666674,0,2,2,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jan_Oort>,Jan Oort,0.29166666666666674,1,0,1,0,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/David_J._Malan>,David J. Malan,0.29166666666666674,0,1,1,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jim_Peebles>,Jim Peebles,0.29164411944642105,0,1,1,0,8,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_Rabinow>,Paul Rabinow,0.29143211027998595,0,2,2,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/ALGOL_N>,ALGOL N,0.2913906702836144,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_Truax>,Robert Truax,0.29136779278070535,0,1,1,3,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ronald_de_Wolf>,Ronald de Wolf,0.2912882136625982,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Krakauer>,John Krakauer,0.2912843413191575,0,0,0,2,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/David_Chalmers>,David Chalmers,0.2912745462599533,5,5,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Danielle_Reed>,Danielle Reed,0.2912411274512995,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mythryl>,Mythryl,0.2911897066787066,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Otto_Heinrich_Warburg>,Otto Heinrich Warburg,0.29113393826204836,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Louis_J._Mordell>,Louis J. Mordell,0.29106136363636365,0,0,0,1,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Abdel_Rahman_Badawi>,Abdel Rahman Badawi,0.29102906016241353,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hafiz_al-Assad>,Hafiz al-Assad,0.29092856002591233,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Salah_al-Din_al-Bitar>,Salah al-Din al-Bitar,0.29092856002591233,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Albrecht_Dold>,Albrecht Dold,0.29086625,0,0,0,1,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henry_Drysdale_Dakin>,Henry Drysdale Dakin,0.29085208333333334,0,0,0,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Anders_Chydenius>,Anders Chydenius,0.2908076769952871,2,2,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henk_Oosterling>,Henk Oosterling,0.29073468670810243,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marc_Jongen>,Marc Jongen,0.29073468670810243,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Yana_Milev>,Yana Milev,0.29073468670810243,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Leo_Kadanoff>,Leo Kadanoff,0.29072886907635154,0,0,0,1,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michael_Sandel>,Michael Sandel,0.29068852736437945,4,7,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Constantin_Carathéodory>,Constantin Carathéodory,0.29067979427323765,2,1,3,2,14,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michael_Rea>,Michael Rea,0.2906759782316168,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roger_Horn>,Roger Horn,0.29057569722090376,0,2,2,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Unified_Parallel_C>,Unified Parallel C,0.2905456873917377,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dan_Goldstick>,Dan Goldstick,0.2905265265091106,1,3,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jean-Paul_Marat>,Jean-Paul Marat,0.2904732010399314,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bernard_Bosanquet_(philosopher)>,Bernard Bosanquet (philosopher),0.2904718473136582,2,5,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ted_Kaehler>,Ted Kaehler,0.2904682333621853,0,2,2,0,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sir_Thomas_More>,Sir Thomas More,0.2904319562871938,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edmund_Phelps>,Edmund Phelps,0.29041682780979633,7,5,12,2,0,0,0,0,0,0,0,0,[Macroeconomics],false,false,false
<http://dbpedia.org/resource/H._R._Krishnamurthy>,H. R. Krishnamurthy,0.2904124756826975,0,0,0,1,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/George_Zames>,George Zames,0.2903922176092982,0,0,0,3,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/SQL>,SQL,0.2903639087911872,16,1,17,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Leo_Beranek>,Leo Beranek,0.29033566855066945,0,1,1,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Irwin_Berg>,Irwin Berg,0.2902719224937751,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gencho_Homma>,Gencho Homma,0.29025,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gendai_Kamada>,Gendai Kamada,0.29025,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Shutei_Nakagawa>,Shutei Nakagawa,0.29025,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Walter_Thiel_(chemist)>,Walter Thiel (chemist),0.29025,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Maryknoll_Convent_School>,Maryknoll Convent School,0.29025,0,0,0,0,0,0,1,0,0,2,0,0,[],false,false,false
<http://dbpedia.org/resource/C._M._Gupta>,C. M. Gupta,0.29025,0,0,0,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Antiochus_of_Ascalon>,Antiochus of Ascalon,0.2901263836724773,2,3,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Norman_Borlaug>,Norman Borlaug,0.2900375,0,0,0,3,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Helen_Hart_(plant_pathologist)>,Helen Hart (plant pathologist),0.2900375,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Keith_Lewin>,Keith Lewin,0.2900269347321717,0,5,5,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_Tillich>,Paul Tillich,0.28994334615295,6,4,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Julio_Gea-Banacloche>,Julio Gea-Banacloche,0.28990999956759045,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Renaud_Barbaras>,Renaud Barbaras,0.28977362393910755,0,6,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/American_Revolution>,American Revolution,0.28974883014882935,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Romanticism>,Romanticism,0.28974883014882935,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Olexander_Smakula>,Olexander Smakula,0.2897171824013757,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Asif_Hussain_Farooqui>,Asif Hussain Farooqui,0.2896980217633929,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
