uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline
<http://dbpedia.org/resource/Vaklush_Tolev>,Vaklush Tolev,488.2483169206686,0,8,8,1,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Islam>,Islam,302.1101623030823,1,0,1,0,0,0,0,0,1,0,2982,2,[],true,false,false
<http://dbpedia.org/resource/Christianity>,Christianity,224.0168980565371,1,0,1,0,0,0,0,0,0,0,2601,0,[],true,false,false
<http://dbpedia.org/resource/Princeton_University>,Princeton University,216.36254136330697,0,1,1,0,0,0,0,0,0,1636,0,0,[],false,true,false
<http://dbpedia.org/resource/Efrat_Lifshitz>,Efrat Lifshitz,187.06521709952852,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Chandan_Dasgupta>,Chandan Dasgupta,140.73919756981243,0,0,0,3,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Massachusetts_Institute_of_Technology>,Massachusetts Institute of Technology,105.18520076525844,0,1,1,0,0,0,0,0,0,1559,0,0,[],false,true,false
<http://dbpedia.org/resource/University_of_Pennsylvania>,University of Pennsylvania,102.83991490610629,0,1,1,0,0,0,0,0,0,1114,0,0,[],false,true,false
<http://dbpedia.org/resource/Buddhism>,Buddhism,86.02949294674097,3,0,3,0,0,0,0,0,0,0,964,1,[],true,false,false
<http://dbpedia.org/resource/George_Bonanno>,George Bonanno,52.689799093013264,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Photography>,Photography,48.07204802983275,0,1,1,0,0,0,0,0,497,0,0,0,[],false,false,true
<http://dbpedia.org/resource/Dusan_Krajcinovic>,Dusan Krajcinovic,45.53491523065444,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dartmouth_College>,Dartmouth College,42.87676296351759,0,1,1,0,0,0,0,0,0,515,0,0,[],false,true,false
<http://dbpedia.org/resource/Judaism>,Judaism,37.65951218132221,2,0,2,0,0,0,0,0,0,0,531,0,[],true,false,false
<http://dbpedia.org/resource/Timothy_M._P._Tait>,Timothy M. P. Tait,35.72828102127536,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Raymond_Cattell>,Raymond Cattell,35.09947836338896,0,0,0,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Giles_(philosopher)>,James Giles (philosopher),29.54905893329654,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hosahalli_Ramaswamy>,Hosahalli Ramaswamy,27.72173594089719,0,0,0,2,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nalin_de_Silva>,Nalin de Silva,24.525022979625838,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Protestantism>,Protestantism,22.65431014992163,0,1,1,0,0,0,0,0,0,0,413,1,[],true,false,false
<http://dbpedia.org/resource/Aykut_Barka>,Aykut Barka,21.161284456017093,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Amit_Chakrabarti>,Amit Chakrabarti,20.088051172898922,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Wesleyan_University>,Wesleyan University,18.989973408417704,0,1,1,0,0,0,0,0,0,240,0,0,[],false,true,false
<http://dbpedia.org/resource/Eton_College>,Eton College,17.9843584063434,0,0,0,0,0,0,1,0,0,211,0,0,[],false,true,false
<http://dbpedia.org/resource/A._D._Gordon>,A. D. Gordon,16.229573724657886,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Venkatesh_K._R._Kodur>,Venkatesh K. R. Kodur,15.498878038752503,0,0,0,2,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rachel_Bluwstein>,Rachel Bluwstein,13.945137577637741,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bowdoin_College>,Bowdoin College,13.505842585420886,0,1,1,0,0,0,0,0,0,154,0,0,[],false,true,false
<http://dbpedia.org/resource/C._R._Hagen>,C. R. Hagen,13.360151483253492,0,0,0,4,11,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Economic_liberalism>,Economic liberalism,13.299829443993492,1,0,1,0,0,0,0,0,0,0,0,341,[],false,false,false
<http://dbpedia.org/resource/Ettore_Gotti_Tedeschi>,Ettore Gotti Tedeschi,11.45485502739447,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Clarence_S._Clay_Jr.>,Clarence S. Clay Jr.,10.001868235236014,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rockefeller_Foundation>,Rockefeller Foundation,6.094464670200846,0,1,1,0,0,0,0,0,0,1,0,0,[],false,false,false
<http://dbpedia.org/resource/Taoism>,Taoism,5.819749412410507,1,1,2,0,0,0,0,0,0,0,145,0,[],true,false,false
<http://dbpedia.org/resource/Leo_Strauss>,Leo Strauss,5.1689187128513545,96,76,172,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Schönemann>,Peter Schönemann,5.1224261014801025,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Nesselroade>,John Nesselroade,5.1224261014801025,0,0,0,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Heraclitus>,Heraclitus,5.086857419447741,30,4,34,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Achimota_School>,Achimota School,4.553000000000002,0,0,0,0,0,0,1,0,0,55,0,0,[],false,true,false
<http://dbpedia.org/resource/Joseph_de_Maistre>,Joseph de Maistre,4.383953901183031,41,49,90,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ph.D.>,Ph.D.,4.268804667730324,1,1,2,0,0,0,0,0,0,100,0,0,[],false,true,false
<http://dbpedia.org/resource/Robbie_Bonham>,Robbie Bonham,4.223518750000001,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Zoroastrianism>,Zoroastrianism,4.089492574612887,1,0,1,0,0,0,0,0,0,0,90,0,[],true,false,false
<http://dbpedia.org/resource/Malaysia>,Malaysia,3.646060116040544,0,0,0,0,0,0,1,0,0,0,2,0,[],true,false,false
<http://dbpedia.org/resource/Harrow_School>,Harrow School,3.5287500000000005,0,0,0,0,0,0,1,0,0,42,0,0,[],false,true,false
<http://dbpedia.org/resource/Juan_Bautista_Alberdi>,Juan Bautista Alberdi,3.4981567763548393,19,41,60,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Doctor_Who>,Doctor Who,3.458625000000001,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Søren_Kierkegaard>,Søren Kierkegaard,3.3716670722087665,58,37,95,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Winchester_College>,Winchester College,3.229466294710569,0,0,0,0,0,0,1,0,0,40,0,0,[],false,true,false
<http://dbpedia.org/resource/Yaşar_Nuri_Öztürk>,Yaşar Nuri Öztürk,3.0894358951177363,4,22,26,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Developmental_psychology>,Developmental psychology,2.8689650596962917,0,1,1,0,0,0,0,0,1,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_Paine>,Thomas Paine,2.8394699553060665,20,10,30,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Christopher_Hitchens>,Christopher Hitchens,2.8022462894974653,5,26,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Caner_Taslaman>,Caner Taslaman,2.7719527666992394,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Westminster_School>,Westminster School,2.7637500000000013,0,0,0,0,0,0,1,0,0,30,0,0,[],false,true,false
<http://dbpedia.org/resource/Gregorio_Baro>,Gregorio Baro,2.750799833048827,0,0,0,1,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Companions_of_the_Prophet>,Companions of the Prophet,2.667320075757576,0,0,0,0,0,0,1,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jacques_Ellul>,Jacques Ellul,2.6070777018762596,47,33,80,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Aleksandr_Dugin>,Aleksandr Dugin,2.5997681781085027,3,22,25,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mookie_Tenembaum>,Mookie Tenembaum,2.4140922604422768,0,31,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Adolf_Hitler>,Adolf Hitler,2.4000578450114705,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Douglas_W._Owsley>,Douglas W. Owsley,2.378616957906112,2,5,7,2,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Ruskin>,John Ruskin,2.360221737650483,36,21,57,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ludwig_Wittgenstein>,Ludwig Wittgenstein,2.314558925021813,166,33,199,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Physics>,Physics,2.3082233543525117,0,1,1,0,0,0,0,0,2,20,0,0,[],false,true,false
<http://dbpedia.org/resource/Religious_Society_of_Friends>,Religious Society of Friends,2.240269087614517,1,0,1,0,0,0,0,0,0,0,14,0,[],true,false,false
<http://dbpedia.org/resource/Friedrich_Hayek>,Friedrich Hayek,2.2030158886068874,54,31,85,0,0,0,0,0,0,0,0,0,"[Political science, Psychology, Jurisprudence]",false,false,false
"<http://dbpedia.org/resource/Trinity_College,_Kandy>","Trinity College, Kandy",2.2006249999999996,0,0,0,0,0,0,1,0,0,28,0,0,[],false,true,false
<http://dbpedia.org/resource/Mário_Ferreira_dos_Santos>,Mário Ferreira dos Santos,2.197551248915698,3,47,50,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Muhammad>,Muhammad,2.19425,8,0,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eastern_Christianity>,Eastern Christianity,2.144504910365367,0,1,1,0,0,0,0,0,0,0,16,0,[],true,false,false
<http://dbpedia.org/resource/Hossein_Elahi_Ghomshei>,Hossein Elahi Ghomshei,2.1209902386619515,0,18,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sigmund_Freud>,Sigmund Freud,2.1085506662111158,79,44,123,1,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marshall_McLuhan>,Marshall McLuhan,2.0277754646946167,23,25,48,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_Anton_Wilson>,Robert Anton Wilson,2.0216019771609393,2,24,26,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Portugal>,Portugal,1.9987499999999998,0,0,0,0,0,0,5,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Friedrich_Nietzsche>,Friedrich Nietzsche,1.9889228214961727,109,28,137,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gilles_Deleuze>,Gilles Deleuze,1.9812213589160685,45,42,87,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Solomon_Mikhlin>,Solomon Mikhlin,1.9323425296076666,0,0,0,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Pirate_Party>,Pirate Party,1.927258928571429,0,0,0,0,0,0,0,8,0,0,0,39,[],false,false,false
<http://dbpedia.org/resource/Charles_Darwin>,Charles Darwin,1.9083801317862898,66,23,89,0,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Arthur_Schopenhauer>,Arthur Schopenhauer,1.8891692367130684,73,24,97,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Karl_Marx>,Karl Marx,1.8824097440240537,222,31,253,0,0,0,0,0,0,1,0,0,[],false,false,false
<http://dbpedia.org/resource/Iran>,Iran,1.881875,0,0,0,0,0,0,1,0,0,0,1,0,[],true,false,false
<http://dbpedia.org/resource/Philip_Paul>,Philip Paul,1.8445425214324185,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gary_Peller>,Gary Peller,1.8338923487683394,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Artificial_intelligence>,Artificial intelligence,1.8135544027258796,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sufism>,Sufism,1.807155120506827,2,1,3,0,0,0,0,0,1,0,20,3,[],true,false,false
<http://dbpedia.org/resource/China>,China,1.7823541666666665,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Andrzej_Grzegorczyk>,Andrzej Grzegorczyk,1.7806018470346672,2,20,22,2,13,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/August_Köhler>,August Köhler,1.7724809378309714,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Lamborn_Wilson>,Peter Lamborn Wilson,1.768980821741623,2,11,13,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/S._Thomas'_College,_Mount_Lavinia>","S. Thomas' College, Mount Lavinia",1.7640892857142862,0,0,0,0,0,0,1,0,0,29,0,0,[],false,true,false
<http://dbpedia.org/resource/Cornel_West>,Cornel West,1.7560499506277325,1,21,22,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marlborough_College>,Marlborough College,1.7545780247198177,0,0,0,0,0,0,1,0,0,24,0,0,[],false,true,false
<http://dbpedia.org/resource/Alan_Watts>,Alan Watts,1.7434408201550462,7,16,23,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Music>,Music,1.7346166159806178,0,1,1,0,0,0,0,0,20,0,0,0,[],false,false,true
"<http://dbpedia.org/resource/Queen's_College,_Taunton>","Queen's College, Taunton",1.707930957091434,0,0,0,0,0,0,1,0,0,4,0,0,[],false,false,false
<http://dbpedia.org/resource/Benjamin_Snyder>,Benjamin Snyder,1.700419354229524,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Slavoj_Žižek>,Slavoj Žižek,1.6999510281529742,21,28,49,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Reza_Negarestani>,Reza Negarestani,1.697159492830632,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bob_Black>,Bob Black,1.693908265398553,4,27,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alain_de_Benoist>,Alain de Benoist,1.68475944693002,2,22,24,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Origen>,Origen,1.683545537089556,23,18,41,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Abraham_Lincoln>,Abraham Lincoln,1.6766209172312896,0,2,2,0,0,0,0,0,1,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Li_Zhensheng_(geneticist)>,Li Zhensheng (geneticist),1.6650010416666665,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Murray_Rothbard>,Murray Rothbard,1.660923379328599,17,31,48,1,0,0,0,0,0,0,0,0,"[Economic history, History of economic thought, Legal philosophy, Praxeology]",false,false,false
<http://dbpedia.org/resource/Michel_Aflaq__1>,Michel Aflaq  1,1.6561713633357686,15,18,33,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1>,Ramon Llull  Ramon Llull  1,1.6207947855608578,35,18,53,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tommaso_Palamidessi>,Tommaso Palamidessi,1.6194113713553628,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Moravian_Church>,Moravian Church,1.6096891140368716,0,1,1,0,0,0,0,0,0,0,11,0,[],true,false,false
<http://dbpedia.org/resource/Nikolai_Berdyaev>,Nikolai Berdyaev,1.5976664425483655,12,14,26,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Estado_Novo_(Portugal)>,Estado Novo (Portugal),1.5525000000000002,0,0,0,0,0,0,1,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Natural_history>,Natural history,1.5419075369063036,0,1,1,0,0,0,0,0,9,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Stanley_Cavell>,Stanley Cavell,1.5387188992512915,34,18,52,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Seyyed_Hossein_Nasr>,Seyyed Hossein Nasr,1.5383730373478812,39,17,56,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Historical_Vedic_religion>,Historical Vedic religion,1.5355000000000008,1,0,1,0,0,0,0,0,0,0,21,0,[],true,false,false
<http://dbpedia.org/resource/Baltasar_Gracián>,Baltasar Gracián,1.5347820753379886,2,5,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jamgön_Ju_Mipham_Gyatso>,Jamgön Ju Mipham Gyatso,1.525024342021249,4,12,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Susan_Petrilli>,Susan Petrilli,1.5230228155728398,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Wincenty_Lutosławski>,Wincenty Lutosławski,1.5078240957701083,1,11,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cornelius_Castoriadis>,Cornelius Castoriadis,1.4888773995205105,34,25,59,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Camil_Mureșanu>,Camil Mureșanu,1.4872439647132154,1,12,13,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Harold_J._Brodie>,Harold J. Brodie,1.474180957091434,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marsilio_Ficino>,Marsilio Ficino,1.4726442806830118,11,18,29,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Martin_Heidegger>,Martin Heidegger,1.464624550167261,124,32,156,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ann-Sophie_Barwich>,Ann-Sophie Barwich,1.4635425608848454,0,5,5,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Immanuel_Kant>,Immanuel Kant,1.4502968450673057,200,21,221,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Isaac_Newton>,Isaac Newton,1.4444067989523297,43,17,60,0,17,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz>,Gottfried Wilhelm Leibniz,1.4327918478781245,50,21,71,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jerzy_Grotowski>,Jerzy Grotowski,1.4316504058750334,0,1,1,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Plinio_Corrêa_de_Oliveira>,Plinio Corrêa de Oliveira,1.4273651183220526,1,11,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ashley_Dawson>,Ashley Dawson,1.4262979667106652,0,14,14,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tan_Malaka>,Tan Malaka,1.4254216977520433,12,19,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alfred_Werner_Maurer>,Alfred Werner Maurer,1.4249999999999998,0,10,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Plato>,Plato,1.4249495232907323,158,17,175,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Georges_Sorel>,Georges Sorel,1.402486443830744,18,19,37,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Charles_Taylor_(philosopher)>,Charles Taylor (philosopher),1.3955421030785113,30,30,60,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Amina_Mama>,Amina Mama,1.3890540926775852,0,20,20,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jaime_Guzmán>,Jaime Guzmán,1.3817611085374781,0,2,2,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ion_Dragoumis>,Ion Dragoumis,1.3648149272524266,10,18,28,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Python_(programming_language)>,Python (programming language),1.3628593603066588,31,20,51,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Romania>,Romania,1.3598130600031166,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Colet>,John Colet,1.3563259640685894,1,12,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Functional_analysis>,Functional analysis,1.3558931148607232,0,1,1,0,0,0,0,0,1,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Hacker>,Peter Hacker,1.3483303385667869,3,12,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Douglas_Groothuis>,Douglas Groothuis,1.3446564781803232,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Giacomo_Leopardi>,Giacomo Leopardi,1.3430590459084681,10,19,29,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hirata_Atsutane>,Hirata Atsutane,1.342836164985805,1,10,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cicero>,Cicero,1.3365897217706024,16,15,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michel_de_Montaigne>,Michel de Montaigne,1.3350925570166963,39,17,56,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ryan_Rems>,Ryan Rems,1.3297291666666669,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Desiderius_Erasmus>,Desiderius Erasmus,1.328376738414681,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michel_Foucault>,Michel Foucault,1.326875648957633,70,30,100,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rust_(programming_language)>,Rust (programming language),1.3164764626695071,8,17,25,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Charles_Maurras>,Charles Maurras,1.2923489228313103,23,17,40,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hayashi_Ōen>,Hayashi Ōen,1.2914105597514556,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Luiz_Felipe_Pondé>,Luiz Felipe Pondé,1.287959244735527,0,14,14,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Seneca_the_Younger>,Seneca the Younger,1.2856346243167254,17,12,29,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/René_Descartes>,René Descartes,1.2804958370591066,58,23,81,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_Meehan_(botanist)>,Thomas Meehan (botanist),1.279365601532523,0,11,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Abu_al-Hasan_al-Shushtari>,Abu al-Hasan al-Shushtari,1.279131156769699,5,11,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kabir>,Kabir,1.2697284262154016,2,3,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ray_Brassier>,Ray Brassier,1.2683885919277247,1,12,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jacques_Derrida>,Jacques Derrida,1.2668291657255462,59,32,91,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Numerical_analysis>,Numerical analysis,1.264742917815799,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bertrand_Russell>,Bertrand Russell,1.2645172094730188,91,25,116,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Olavo_de_Carvalho>,Olavo de Carvalho,1.2575208348289522,0,7,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hiroki_Azuma>,Hiroki Azuma,1.2565832658649962,1,12,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nikolas_Kompridis>,Nikolas Kompridis,1.2536389757502113,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Judith_Revel>,Judith Revel,1.2474377824230745,0,6,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eric_Voegelin>,Eric Voegelin,1.2472011163344499,15,24,39,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Russell_Kirk>,Russell Kirk,1.2275793389626513,11,16,27,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bedford_School>,Bedford School,1.2273749999999999,0,0,0,0,0,0,1,0,0,13,0,0,[],false,true,false
<http://dbpedia.org/resource/Ahamed_Muhyudheen_Noorishah_Jeelani>,Ahamed Muhyudheen Noorishah Jeelani,1.2258970114526677,3,12,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Carlo_Michelstaedter>,Carlo Michelstaedter,1.2233555653798884,3,22,25,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Noëlle_McAfee>,Noëlle McAfee,1.223154230176863,0,6,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tamaki_Saitō>,Tamaki Saitō,1.218095669863814,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vincenzo_Di_Nicola>,Vincenzo Di Nicola,1.2113504549164988,0,7,7,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Scipione_Ammirato>,Scipione Ammirato,1.205757521550267,8,14,22,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Theodor_W._Adorno>,Theodor W. Adorno,1.200147334037184,19,21,40,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Idris_(programming_language)>,Idris (programming language),1.1957344842488677,0,10,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Julia_(programming_language)>,Julia (programming language),1.1956782514324593,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
